7,2
9,213
10,112
11,24
12,23
13,12
14,12
15,4
16,8800
24,62
39,1
40,27
41,1
42,3
43,1
46,1
48,6
57,1
58,1
64,2000
65,1
66,1
72,1060
75,1
77,1
78,1
79,1
80,3
81,1
87,1
92,1
112,4000
117,1
120,57
128,8800
134,1
135,1
149,1
152,1
153,1
160,767
162,2
168,1
171,1
173,1
186,1
195,1
213,2
221,1
234,1
245,1
258,2
260,1
262,2
276,1
279,1
287,2
290,1
293,1
295,1
313,1
320,1
323,1
324,1
329,1
330,1
332,1
333,1
336,1
338,2
342,1
345,1
351,1
354,1
355,1
361,1
366,2
369,1
383,1
395,1
403,1
413,1
417,1
419,1
429,1
432,1
433,1
448,2000
450,1
451,1
452,1
456,120
461,2
474,1
480,1
486,1
498,1
504,3
512,2000
541,1
551,1
559,1
565,1
586,1
587,1
588,1
589,1
590,1
597,1
608,2
639,1
642,1
646,1
647,1
665,1
678,1
685,1
690,1
715,2
720,2
722,1
727,1
730,1
753,1
758,1
769,1
799,1
809,1
841,1
852,1
853,1
864,1
875,2
882,2
903,2
906,1
913,1
914,1
918,1
923,1
928,1
930,1
937,1
939,1
941,1
944,1
952,2
958,1
964,1
966,1
974,1
976,1
988,1
990,2
995,1
1008,6
1016,1
1018,1
1024,1
1026,1
1029,2
1032,1
1035,2
1041,1
1042,1
1043,1
1048,1
1052,1
1057,1
1063,2
1080,1
1082,1
1090,1
1092,1
1093,1
1094,1
1097,1
1107,1
1110,1
1115,1
1117,1
1122,2
1136,1
1148,1
1151,1
1153,1
1155,1
1180,1
1181,1
1187,1
1191,1
1197,1
1200,1
1206,1
1209,1
1211,1
1212,1
1223,1
1233,1
1237,1
1238,1
1239,1
1245,1
1246,1
1260,1
1267,1
1280,1
1305,1
1311,1
1340,1
1346,1
1367,2
1369,1
1374,1
1376,1
1378,1
1388,1
1390,1
1393,1
1405,1
1408,1
1422,1
1427,1
1442,1
1443,1
1456,2
1461,1
1465,1
1466,1
1468,1
1469,2
1471,1
1481,1
1490,1
1498,1
1503,1
1513,1
1523,1
1527,1
1534,1
1542,1
1543,1
1544,1
1550,1
1573,1
1590,1
1592,1
1596,1
1597,1
1615,1
1616,1
1617,1
1630,1
1637,1
1642,1
1643,1
1654,1
1657,1
1683,2
1687,1
1701,1
1713,2
1714,1
1718,1
1719,1
1763,1
1764,1
1767,2
1781,1
1783,1
1796,1
1797,1
1801,1
1813,1
1817,1
1820,1
1822,1
1833,1
1834,1
1836,1
1839,1
1849,2
1856,1
1857,1
1858,1
1862,1
1866,1
1873,1
1874,1
1875,1
1881,1
1897,1
1900,1
1908,1
1913,1
1923,1
1926,1
1929,1
1932,1
1939,1
1942,1
1947,1
1953,1
1960,1
1969,1
1986,1
1992,1
2005,1
2007,1
2034,1
2035,1
2040,8
2041,1
2042,1
2054,1
2057,1
2059,1
2063,1
2069,2
2070,1
2071,1
2073,2
2078,1
2082,1
2097,1
2108,1
2110,1
2118,1
2125,1
2127,1
2128,1
2132,1
2133,1
2134,1
2135,2
2144,1
2147,1
2158,1
2174,1
2180,1
2183,2
2185,2
2189,1
2193,2
2195,1
2199,1
2206,1
2207,1
2210,1
2215,1
2220,1
2223,1
2224,2
2229,1
2231,1
2268,1
2274,1
2277,1
2290,1
2305,1
2306,1
2312,1
2313,2
2320,1
2328,1
2332,1
2337,1
2373,1
2382,1
2388,1
2392,1
2405,1
2420,1
2428,1
2429,1
2430,1
2444,1
2449,1
2452,1
2487,1
2493,2
2520,1
2526,1
2527,1
2533,1
2540,1
2542,1
2546,1
2553,1
2576,1
2580,1
2591,1
2592,1
2596,1
2608,1
2623,1
2626,1
2628,1
2631,1
2636,1
2651,1
2660,1
2662,2
2681,1
2690,1
2694,1
2715,1
2717,1
2718,1
2719,1
2736,1
2739,1
2749,3
2751,1
2753,2
2757,1
2767,1
2784,1
2788,1
2797,1
2812,1
2817,1
2828,1
2834,1
2836,1
2842,1
2855,1
2866,1
2870,1
2872,1
2882,1
2890,1
2903,1
2913,1
2918,1
2924,1
2925,1
2941,1
2958,1
2964,1
2966,1
2969,1
2974,1
2995,1
3010,1
3019,1
3026,1
3039,1
3044,1
3052,1
3053,1
3061,1
3063,2
3066,1
3068,1
3077,1
3080,1
3091,1
3106,1
3117,1
3154,1
3157,1
3159,1
3163,1
3165,1
3171,1
3175,1
3179,1
3183,1
3186,1
3199,1
3225,1
3226,1
3229,1
3230,1
3231,1
3232,1
3234,1
3235,1
3249,1
3251,1
3257,1
3263,1
3274,1
3284,1
3289,1
3304,1
3313,1
3316,1
3333,1
3339,1
3341,1
3342,1
3349,1
3353,1
3355,1
3362,1
3368,1
3373,1
3374,1
3377,1
3388,1
3390,1
3394,1
3397,1
3404,1
3412,1
3419,1
3434,1
3439,3
3442,2
3457,1
3463,1
3464,1
3470,1
3474,1
3479,1
3481,1
3484,1
3490,1
3492,1
3494,1
3500,1
3501,1
3509,1
3525,3
3526,1
3528,1
3530,1
3541,1
3547,1
3553,1
3555,1
3560,1
3562,1
3567,1
3573,1
3575,1
3583,1
3585,1
3589,1
3605,1
3609,1
3615,1
3617,1
3625,1
3630,1
3658,1
3663,1
3664,1
3687,1
3695,1
3709,1
3712,3
3719,1
3720,1
3721,1
3723,1
3734,2
3745,1
3755,1
3757,2
3758,1
3790,1
3792,1
3793,1
3795,2
3796,2
3817,1
3834,1
3836,2
3844,1
3852,1
3865,1
3867,1
3871,1
3873,1
3879,1
3880,1
3886,1
3888,1
3889,1
3893,1
3905,1
3907,1
3917,1
3920,1
3931,1
3939,1
3944,1
3961,1
3963,1
3970,1
3981,1
3988,1
3998,2
4006,1
4011,1
4017,1
4038,1
4044,2
4064,1
4069,1
4072,8268
4093,1
4095,4800
4101,2
4102,1
4115,1
4126,1
4127,1
4136,1
4145,1
4146,1
4153,1
4179,1
4180,1
4199,2
4205,1
4223,1
4229,1
4233,1
4253,1
4271,1
4274,1
4275,1
4276,1
4278,1
4282,1
4287,1
4297,1
4301,1
4304,1
4310,1
4344,1
4350,1
4371,1
4373,1
4382,1
4389,1
4393,1
4396,1
4399,1
4400,1
4413,2
4416,1
4423,1
4426,1
4430,3
4441,1
4445,1
4454,1
4458,1
4464,1
4466,1
4467,1
4486,2
4487,1
4489,1
4492,1
4496,1
4497,1
4502,1
4512,1
4515,1
4528,1
4533,1
4542,1
4548,4
4562,1
4563,1
4576,1
4578,1
4586,1
4604,1
4607,1
4612,1
4630,1
4632,1
4634,1
4639,1
4653,1
4656,1
4658,1
4686,2
4696,1
4714,1
4718,1
4719,1
4725,1
4727,1
4729,1
4734,2
4744,1
4747,1
4749,1
4761,1
4763,1
4767,1
4775,1
4778,1
4806,1
4820,1
4835,1
4837,1
4838,2
4845,1
4846,1
4848,1
4853,1
4859,1
4860,1
4867,1
4888,1
4897,1
4899,1
4902,2
4906,2
4910,1
4912,1
4919,1
4920,1
4929,1
4934,1
4936,1
4942,1
4950,1
4951,1
4957,1
4960,2
4962,2
4963,1
4964,1
4977,1
4979,1
4989,1
4991,1
5003,1
5009,1
5013,1
5025,1
5027,1
5036,1
5058,1
5064,1
5073,1
5084,1
5092,1
5099,1
5103,1
5106,1
5119,1
5121,2
5123,1
5125,1
5139,1
5140,1
5146,1
5154,1
5156,1
5173,1
5182,1
5194,1
5196,1
5201,1
5209,1
5215,1
5225,2
5237,1
5251,1
5266,1
5272,1
5282,1
5286,1
5291,1
5300,1
5311,1
5316,3
5330,1
5359,1
5372,2
5390,1
5396,1
5399,1
5400,1
5416,1
5418,1
5420,4
5430,1
5448,1
5458,1
5467,1
5476,40
5477,1
5488,1
5491,1
5494,1
5505,1
5521,1
5529,1
5535,1
5540,1
5557,1
5568,1
5570,1
5578,1
5580,1
5620,1
5648,1
5656,1
5659,1
5672,4
5684,1
5691,1
5696,2
5697,1
5702,1
5715,1
5721,1
5724,1
5729,1
5730,1
5735,1
5737,1
5751,1
5776,1
5779,1
5781,1
5785,1
5804,1
5807,1
5815,2
5819,1
5853,1
5863,1
5864,1
5885,1
5888,1
5894,1
5900,1
5905,1
5906,1
5909,1
5920,2
5921,1
5932,1
5934,1
5943,1
5944,1
5949,1
5951,1
5952,1
5953,1
5965,1
5968,1
5984,1
5990,1
6006,1
6018,1
6023,1
6064,1
6081,1
6095,1
6103,1
6105,2
6114,1
6116,1
6118,1
6129,1
6130,1
6133,1
6138,1
6145,1
6153,1
6172,1
6173,2
6176,1
6184,1
6195,1
6205,1
6209,1
6212,1
6219,1
6223,1
6251,1
6255,1
6262,1
6278,1
6281,1
6284,1
6292,1
6294,1
6302,1
6323,1
6328,1
6338,1
6361,1
6363,1
6367,1
6384,1
6393,1
6398,1
6401,1
6417,1
6421,1
6425,1
6439,1
6442,1
6448,1
6451,1
6456,1
6458,1
6460,1
6464,1
6469,2
6471,1
6473,1
6479,1
6493,1
6503,1
6504,1
6514,1
6520,1
6526,1
6527,1
6546,3
6568,1
6576,1
6582,1
6585,1
6587,1
6590,1
6596,1
6597,1
6602,1
6611,1
6616,1
6622,1
6627,1
6635,1
6637,1
6642,1
6646,1
6653,1
6654,1
6666,1
6669,2
6673,1
6678,2
6690,1
6698,1
6706,1
6722,2
6726,1
6737,1
6738,1
6755,1
6765,1
6773,1
6795,1
6813,1
6816,1
6819,1
6836,1
6846,1
6848,1
6850,1
6858,1
6861,1
6866,2
6867,1
6880,2
6888,1
6892,1
6893,1
6894,1
6905,1
6911,1
6913,1
6918,1
6920,1
6923,1
6933,1
6937,1
6942,1
6947,1
6948,1
6953,1
6961,1
6962,1
6963,1
6964,1
6979,1
6981,1
6983,1
6993,1
6997,1
7002,1
7009,1
7013,1
7023,1
7025,1
7028,1
7035,1
7036,1
7047,1
7049,1
7055,1
7056,1
7076,1
7079,1
7093,1
7098,1
7101,2
7117,1
7124,1
7144,1
7149,1
7150,1
7168,1
7178,1
7184,1
7195,2
7202,1
7203,1
7229,1
7233,1
7239,1
7245,1
7250,1
7252,1
7255,1
7256,1
7272,1
7273,1
7275,1
7302,1
7304,2
7314,1
7316,1
7321,1
7322,1
7323,2
7331,1
7342,1
7348,1
7350,1
7351,1
7355,1
7364,1
7384,1
7387,1
7391,1
7397,1
7405,1
7414,1
7424,2
7442,1
7443,1
7461,1
7465,2
7480,1
7483,1
7497,1
7499,1
7504,1
7506,1
7517,1
7521,1
7526,1
7530,1
7533,1
7539,1
7553,1
7558,1
7560,1
7561,1
7600,1
7617,1
7622,1
7632,1
7634,1
7640,1
7641,1
7652,1
7654,1
7657,1
7671,1
7685,1
7687,1
7696,1
7697,1
7699,1
7709,1
7744,1
7755,1
7767,1
7776,1
7781,1
7792,1
7811,1
7813,1
7829,1
7847,1
7854,1
7859,1
7868,1
7885,1
7886,1
7890,1
7896,1
7898,1
7912,1
7916,1
7921,1
7937,1
7947,1
7956,1
7963,1
7965,1
